Datetime,Exchange,Symbol_Pair,Open,High,Low,Close,Volume_in_DOGE,Volume_USDT,Tradecount
2022-11-08,Binance,DOGEUSDT,0.11124,0.113,0.0777,0.08827,6869827495.0,670413319.38954,1370546.0
2022-11-07,Binance,DOGEUSDT,0.11477,0.11908,0.10717,0.11123,1960584662.0,225174032.74715,500514.0
2022-11-06,Binance,DOGEUSDT,0.12444,0.1277,0.11183,0.11477,1828089235.0,221758203.0087,485972.0
2022-11-05,Binance,DOGEUSDT,0.12612,0.136,0.12013,0.12445,2575911841.0,331281649.24698,695074.0
2022-11-04,Binance,DOGEUSDT,0.12262,0.12915,0.11552,0.12613,4491405373.0,548496239.72487,1005024.0
2022-11-03,Binance,DOGEUSDT,0.12766,0.13699,0.12,0.12262,3814668576.0,496730355.76447,906771.0
2022-11-02,Binance,DOGEUSDT,0.14211,0.148,0.122,0.12765,6438544218.0,867245133.9326899,1769568.0
2022-11-01,Binance,DOGEUSDT,0.12685,0.15893,0.12448,0.14211,9951558350.0,1411667775.59788,2491954.0
2022-10-31,Binance,DOGEUSDT,0.11774,0.1318,0.11373,0.12686,7416828751.0,911376670.59762,1775888.0
2022-10-30,Binance,DOGEUSDT,0.12176,0.1435,0.11122,0.11773,9155956957.0,1141170407.6575,2261840.0
2022-10-29,Binance,DOGEUSDT,0.08387,0.1515,0.08285,0.12176,15308814618.0,1798336067.3402898,3566595.0
2022-10-28,Binance,DOGEUSDT,0.07686,0.08849,0.0725,0.08387,6297011393.0,510559448.88093,1194899.0
2022-10-27,Binance,DOGEUSDT,0.07265,0.08552,0.07172,0.07689,5263995288.0,410779648.60063,1100604.0
2022-10-26,Binance,DOGEUSDT,0.06304,0.07361,0.0626,0.07265,2893785380.0,198449308.69507,541272.0
2022-10-25,Binance,DOGEUSDT,0.05944,0.06428,0.05913,0.06305,1024580884.0,63512078.12967,188566.0
2022-10-24,Binance,DOGEUSDT,0.06038,0.06092,0.05866,0.05945,344276898.0,20517881.69431,61518.0
2022-10-23,Binance,DOGEUSDT,0.05969,0.0605,0.05865,0.06038,249563654.0,14889542.95298,48364.0
2022-10-22,Binance,DOGEUSDT,0.05933,0.0599,0.0591,0.05968,198858373.0,11826382.24416,37146.0
2022-10-21,Binance,DOGEUSDT,0.05942,0.05951,0.05709,0.05933,287377970.0,16820454.62145,63406.0
2022-10-20,Binance,DOGEUSDT,0.05868,0.06037,0.05823,0.05942,340532633.0,20302196.85916,69988.0
2022-10-19,Binance,DOGEUSDT,0.05975,0.0608,0.05821,0.05868,458718503.0,27312151.22634,89851.0
2022-10-18,Binance,DOGEUSDT,0.05997,0.06116,0.05854,0.05976,351446283.0,20960813.99784,67255.0
2022-10-17,Binance,DOGEUSDT,0.0589,0.06017,0.05854,0.05998,194737870.0,11577811.77047,42910.0
2022-10-16,Binance,DOGEUSDT,0.05857,0.05946,0.05847,0.05891,160481253.0,9462727.56161,36500.0
2022-10-15,Binance,DOGEUSDT,0.05865,0.05978,0.05797,0.05857,249335168.0,14666740.85068,46626.0
2022-10-14,Binance,DOGEUSDT,0.05964,0.06103,0.05809,0.05866,327532810.0,19607691.71104,68949.0
2022-10-13,Binance,DOGEUSDT,0.05979,0.06024,0.05509,0.05965,761866013.0,44151859.8439,152393.0
2022-10-12,Binance,DOGEUSDT,0.06025,0.06099,0.05927,0.05981,252208137.0,15156606.6674,56777.0
2022-10-11,Binance,DOGEUSDT,0.05938,0.06099,0.0575,0.06025,478062235.0,28383618.84857,98457.0
2022-10-10,Binance,DOGEUSDT,0.0621,0.0625,0.0592,0.05938,386782574.0,23509791.67939,69301.0
2022-10-09,Binance,DOGEUSDT,0.06164,0.0624,0.06116,0.06212,226968934.0,14029368.68017,36649.0
2022-10-08,Binance,DOGEUSDT,0.06237,0.06268,0.06118,0.06165,230874372.0,14343832.54382,40902.0
2022-10-07,Binance,DOGEUSDT,0.06345,0.06383,0.06124,0.06235,500880550.0,31312992.836,82519.0
2022-10-06,Binance,DOGEUSDT,0.06479,0.06686,0.06279,0.06345,685939526.0,44477017.14141,123088.0
2022-10-05,Binance,DOGEUSDT,0.06584,0.06687,0.06262,0.06478,1259186373.0,81341592.85263,204016.0
2022-10-04,Binance,DOGEUSDT,0.06033,0.06645,0.05994,0.06584,1976517731.0,126403288.6458,255886.0
2022-10-03,Binance,DOGEUSDT,0.05926,0.06058,0.05879,0.06034,317408954.0,19020021.38669,53939.0
2022-10-02,Binance,DOGEUSDT,0.0606,0.06096,0.0588,0.05927,337873392.0,20272146.94784,51539.0
2022-10-01,Binance,DOGEUSDT,0.06168,0.06316,0.06025,0.06059,716678180.0,44059482.24182,98562.0
2022-09-30,Binance,DOGEUSDT,0.06088,0.06228,0.05954,0.06167,685383674.0,41664780.96731,102479.0
2022-09-29,Binance,DOGEUSDT,0.06051,0.06108,0.05927,0.06086,399104883.0,24049395.58313,54785.0
2022-09-28,Binance,DOGEUSDT,0.0605,0.06113,0.05848,0.06051,501123807.0,30036516.5545,79377.0
2022-09-27,Binance,DOGEUSDT,0.06112,0.06307,0.05973,0.06048,580177161.0,35773053.65668,95709.0
2022-09-26,Binance,DOGEUSDT,0.06117,0.06188,0.05972,0.06113,586568692.0,35756992.15055,91888.0
2022-09-25,Binance,DOGEUSDT,0.0631,0.06388,0.06004,0.06117,773373679.0,48276106.40898,110041.0
2022-09-24,Binance,DOGEUSDT,0.06337,0.06831,0.06239,0.0631,2594470223.0,170902713.06413,349390.0
2022-09-23,Binance,DOGEUSDT,0.05959,0.06431,0.05912,0.06337,1396167433.0,86371325.55363,259047.0
2022-09-22,Binance,DOGEUSDT,0.05715,0.06007,0.05682,0.05958,485039595.0,28483271.56462,70300.0
2022-09-21,Binance,DOGEUSDT,0.0584,0.06091,0.05606,0.05715,802984616.0,47073505.85546,139420.0
2022-09-20,Binance,DOGEUSDT,0.05852,0.06064,0.05759,0.05839,518174761.0,30492514.28728,81153.0
2022-09-19,Binance,DOGEUSDT,0.05744,0.05881,0.05588,0.05853,624550093.0,35716492.84438,94666.0
2022-09-18,Binance,DOGEUSDT,0.0622,0.06225,0.05628,0.05743,600769480.0,35863959.74632,100983.0
2022-09-17,Binance,DOGEUSDT,0.06045,0.06241,0.0602,0.0622,440603174.0,27041972.67826,61471.0
2022-09-16,Binance,DOGEUSDT,0.05862,0.0605,0.05807,0.06046,481393122.0,28607431.91937,70575.0
2022-09-15,Binance,DOGEUSDT,0.06114,0.06121,0.05847,0.0586,674751292.0,40347892.64479,96278.0
2022-09-14,Binance,DOGEUSDT,0.05965,0.0615,0.05914,0.06115,689192149.0,41798988.64929,97112.0
2022-09-13,Binance,DOGEUSDT,0.06395,0.06419,0.05921,0.05964,1028728701.0,63391262.45387,150257.0
2022-09-12,Binance,DOGEUSDT,0.06369,0.06545,0.06261,0.06393,676230761.0,43219555.3989,108736.0
2022-09-11,Binance,DOGEUSDT,0.06467,0.06531,0.06261,0.06369,712921351.0,45630590.89664,90750.0
2022-09-10,Binance,DOGEUSDT,0.06386,0.06557,0.06315,0.06466,860544762.0,55200771.29684,123083.0
2022-09-09,Binance,DOGEUSDT,0.06099,0.06489,0.0609,0.06385,1042646377.0,65998539.36936,151533.0
2022-09-08,Binance,DOGEUSDT,0.06098,0.06142,0.05965,0.06096,474879318.0,28768305.85779,72624.0
2022-09-07,Binance,DOGEUSDT,0.05888,0.06155,0.05737,0.06097,572781904.0,34165531.24651,89347.0
2022-09-06,Binance,DOGEUSDT,0.06275,0.06531,0.058,0.05889,1030694821.0,63514276.34207,170358.0
2022-09-05,Binance,DOGEUSDT,0.06323,0.06374,0.06092,0.06275,394413001.0,24517576.85927,63748.0
2022-09-04,Binance,DOGEUSDT,0.06272,0.06391,0.06187,0.06323,426054692.0,26853885.68057,67731.0
2022-09-03,Binance,DOGEUSDT,0.06164,0.06403,0.06112,0.06271,506474868.0,31647515.43153,76020.0
2022-09-02,Binance,DOGEUSDT,0.06238,0.06288,0.06068,0.06165,436731244.0,27026922.44934,71654.0
2022-09-01,Binance,DOGEUSDT,0.06134,0.06263,0.05988,0.06239,567020740.0,34684316.50633,93637.0
2022-08-31,Binance,DOGEUSDT,0.06155,0.06346,0.06072,0.06135,550957335.0,34364230.04412,86619.0
2022-08-30,Binance,DOGEUSDT,0.06383,0.06448,0.06007,0.06154,611034766.0,38167405.14211,97424.0
2022-08-29,Binance,DOGEUSDT,0.06177,0.06409,0.06088,0.06384,599200371.0,37465302.10047,98535.0
2022-08-28,Binance,DOGEUSDT,0.06353,0.06432,0.06129,0.06178,533481708.0,33846104.97716,86127.0
2022-08-27,Binance,DOGEUSDT,0.06351,0.06412,0.06225,0.06351,713605775.0,45229400.8519,108895.0
